time,r_unvacc,r,susceptibility,cor,ior,cor_unvacc,ior_unvacc
0,3.25,1.8878767517933963,0.5808851543979681,0.30349017428820424,0.2985355868795246,0.4712323093198749,0.47153850883112197
1,3.249888879406837,1.8922222145676788,0.5822421272794543,0.30419643790823364,0.2994003139325032,0.4711373142562089,0.47152934058882495
2,3.2495555505547786,1.8964703401066991,0.5836091461132047,0.3048804079854356,0.30024250971060135,0.47102391644481456,0.4715018355696447
3,3.2490001122163568,1.900617707177238,0.5849854236787643,0.3055421055901727,0.3010617328085159,0.4708921047284103,0.47145599289763807
4,3.2482227289799392,1.904660474371415,0.5863700347203555,0.30618154187322666,0.3018574611365177,0.4707418673687298,0.4713918111159839
5,3.2472236312009564,1.9085991839048275,0.5877633944167096,0.3067986521333031,0.3026300334305247,0.4705731920557203,0.4713092881916137
6,3.2460031149336412,1.9124354244122148,0.5891662320389706,0.30739336924320027,0.3033799831226988,0.4703860659186881,0.4712084215217012
7,3.244561541843305,1.9161668683963886,0.5905780623004528,0.30796568885672065,0.30410706994453723,0.4701804755394147,0.47108920794202414
8,3.2428993390991674,1.919790294042825,0.5919981144330296,0.30851563013613226,0.30481087832761916,0.46995640696727253,0.47095164373720094
9,3.2410169992477735,1.923304725067888,0.5934262996813281,0.309043160316601,0.3054914267958701,0.46971384573636343,0.47079572465282354
10,3.238915080067045,1.9267112358862564,0.5948631527092627,0.3095481897116306,0.30614912357820234,0.46945277688472214,0.4706214459094971
11,3.2365942044010003,1.9300103705668874,0.5963090361907375,0.3100306664363187,0.30678426481393256,0.4691731849756081,0.4704288022188061
12,3.2340550599751867,1.9331988235362583,0.5977631140117604,0.3104906161496622,0.30739639992816414,0.46887505412093344,0.4702177878012252
13,3.2312983991928963,1.936273275789675,0.5992245334795794,0.31092804309463895,0.30798507512484874,0.4685583680068609,0.46998839640600143
14,3.228325038912213,1.9392346867713361,0.6006937540046349,0.31134286837188785,0.3085506515311453,0.46822310992161925,0.4697406213330277
15,3.225135860203958,1.9420853566164322,0.6021716420013433,0.31173503751913045,0.30909373581426214,0.46786926278557917,0.46947445545674005
16,3.2217318080906114,1.9448217895976907,0.6036572580975655,0.31210456179304885,0.30961382275844457,0.4674968091836421,0.4691898912520655
17,3.2181138912662792,1.9474411796866213,0.6051498627726729,0.3124514199197401,0.31011053654443926,0.46710573139999423,0.4688869208224517
18,3.214283181797798,1.9499451754308432,0.6066500881046233,0.312775545306743,0.3105843404281661,0.4666960114552776,0.46856553593001754
19,3.2102408148070567,1.9523341086110275,0.6081581480136927,0.31307690904652696,0.31103543913347226,0.466267631146241,0.4682257280278568
20,3.2059879881346354,1.9546049635065066,0.6096732023764597,0.31335551105378123,0.3114633993337681,0.46582057208793165,0.46786748829453834
21,3.2015259619848613,1.956756572228826,0.6111949724798386,0.3136113104815872,0.3118681319321663,0.4653548157584897,0.46749080767084106
22,3.196856058552381,1.958790561018153,0.6127240404765499,0.3138442589406268,0.31225006614613693,0.4648703435466156,0.4670956768987718
23,3.191979661630366,1.9607055819527777,0.6142600485591155,0.31405434538616467,0.3126090646885936,0.4643671368017839,0.4666820865629076
24,3.1868982162004658,1.962499690971795,0.6158024379302448,0.31424155970518497,0.3129448731441777,0.4638451768872742,0.4662500271341187
25,3.181613228004627,1.9641727977525532,0.6173512168178905,0.3144058500541479,0.31325757814189475,0.46330444523609926,0.4657994890157156
26,3.176126263098913,1.9657260812500983,0.6189067809074316,0.31454716256493376,0.3135474957944809,0.4627449234099104,0.46533046259208105
27,3.1704389473894428,1.9671583931514913,0.6204687823341498,0.3146654879339077,0.3138145002955492,0.4621665931609687,0.4648429382798366
28,3.1645529661506036,1.9684675466660204,0.6220365301897556,0.31476082272871897,0.3140582664409868,0.4615694364972631,0.4643369065816082
29,3.1584700635256664,1.9696535657551557,0.6236100156531212,0.31483312483287673,0.3142788745137252,0.46095343575087583,0.46381235814244887
30,3.152192042009958,1.970717852767274,0.6251896542162034,0.3148823640086822,0.31447665348658405,0.4603185736496815,0.46326928380897825
31,3.145720761916746,1.9716589128390398,0.6267749307912732,0.3149085511845394,0.3146513865120497,0.4596648333924871,0.46270767469131185
32,3.1390581408259823,1.9724749697236115,0.6283652233356191,0.31491166384835934,0.31480279825526064,0.4589921987277056,0.46212752222784065
33,3.132206153016087,1.973167885432575,0.6299610527016422,0.31489163191517233,0.31493128138690235,0.4583006540356796,0.4615288182529343
34,3.1251668288789274,1.9737388325615692,0.6315627102920445,0.31484843349409547,0.3150370928398315,0.45759018441475474,0.46091155506763837
35,3.117942254318166,1.9741848819951777,0.6331691612508372,0.31478210075533053,0.3151197224351426,0.45686077577122103,0.4602757255134417
36,3.110534570131163,1.974504623132939,0.6347798356247426,0.31469261946860816,0.3151789348152667,0.45611241491323795,0.4596213230491847
37,3.102945971374616,1.9747008373435209,0.6363954949781873,0.3145799316207589,0.3152152636169438,0.45534508964886194,0.4589483418311945
38,3.0951787067141106,1.9747742579987324,0.6380162327024999,0.314444028688902,0.31522885582684773,0.4545587888883001,0.45825677679672094
39,3.0872350777577973,1.9747225428294954,0.6396411329530826,0.31428495863547135,0.3152192819940387,0.45375350275051607,0.45754662375075483
40,3.079117438374373,1.9745442322341218,0.6412695428975216,0.31410272151747576,0.31518626886660117,0.45292922267432423,0.45681787945631463
41,3.070828193995581,1.9742424378603105,0.6429022768908287,0.3138972578936644,0.31513038228398016,0.4520859415340959,0.4560705417282872
42,3.062369800903426,1.9738187567503762,0.644539649054821,0.3136685532289645,0.3150519008653907,0.45122365376022333,0.4553046095309057
