start,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
0,0.41595615542470765,0.4159231435323523,0.4153206217939567,0.4143632773285085,0.4132088833649122,0.41191108464462767,0.41048342690710016,0.4089379713974328,0.4072968606345415,0.40553818642809947,0.4036818803710805,0.4017175101602864,0.3996345183272265,0.3974653121175524,0.3951756582094966,0.39276986020176385,0.3902786159763387,0.3876721589803491,0.3849540130624401,0.3821415382600261,0.3792406807731973,0.3762409271185091,0.3731491007256462,0.3699730599198153,0.3667405122780528,0.363444650309635,0.3600930122815561,0.3566979773814871,0.35327282919804553,0.3498313127516129,0.34638734162225776,0.342954292777888,0.3395464242370586,0.3361774351390385,0.3328510143862483,0.3302531282189922
10,0.4165794991841173,0.41610669186211086,0.41522326222112477,0.41407972054542774,0.4127821129091562,0.41136505678858193,0.40983567146843025,0.4081999719652898,0.40647335986265454,0.4046354348386446,0.40270643332688144,0.40066700340991757,0.3985253498815914,0.396282243970685,0.3939230733088699,0.3914709236476976,0.38890947968024064,0.3862361291036195,0.38347122324085303,0.3806072077059126,0.37764161472943364,0.3745801120496319,0.37144777745816004,0.3682344563061073,0.3649472482841923,0.3615964032866912,0.3581933914946859,0.3547556077960138,0.35129722919320394,0.3478242283717886,0.3443505078688698,0.34088939134887486,0.3374533217160166,0.33405329543197615,0.33069879099449345,0.3302531282189927
20,0.41598727528965984,0.41510627360246904,0.4139568493604176,0.41263494991468314,0.4111966824277236,0.40965733862730813,0.4080197102940346,0.40628769004536813,0.4044648981634635,0.4025380553597453,0.4005224343159893,0.3983960808495209,0.39617881785110176,0.3938487010199399,0.39142286078740035,0.38888807750512816,0.38624973550237585,0.3835140007861547,0.3806710430732012,0.37773530885063916,0.37470803929513996,0.37158672172057583,0.3683791735473595,0.36510634444209356,0.36176215095366326,0.3583570452329382,0.35490271679656604,0.35141184896980027,0.3478993345874567,0.3443813252506388,0.3408661178837141,0.3373669200093403,0.3338959577360444,0.33046399113722463,0.32718313408684774,0.33025312821899244
30,0.4143285265530373,0.4131176828103672,0.41174448837418487,0.4102628978403687,0.40868935962992,0.4070264053613247,0.4052732757276465,0.4034303630210283,0.4014976874065263,0.39946773723813744,0.39734069795244775,0.3951180420664794,0.39279122935343097,0.3903662576601735,0.387838378607278,0.38520737400306426,0.38247774921156796,0.3796452782488691,0.3767176385853994,0.37369406498617685,0.3705771382296331,0.3673795591867134,0.36409726751408483,0.3607410028180177,0.35732630961974565,0.35385452765261804,0.3503377052449351,0.3467889027473443,0.3432218913717512,0.3396506989886401,0.3360890973130398,0.3325500795321385,0.32904535978540583,0.32558512800320394,0.3272487756170412,0.3302531282189952
40,0.4118962692401153,0.41046074591620074,0.4089294526622106,0.4073116367265879,0.40560780012456016,0.4038166629973062,0.4019375819996515,0.3999689470571695,0.3979059052893175,0.3957462706384191,0.39348837792401353,0.39113444639586803,0.3886804474267874,0.38612503107450624,0.3834678276888474,0.38071360053481834,0.3778605400255145,0.37490810181391543,0.37186385783984127,0.3687278890189304,0.36550377812747925,0.3622002682900865,0.35882003856519484,0.35537186163836765,0.3518678340193294,0.3483131467538363,0.34472057090577424,0.34110520593713023,0.337480438456931,0.3338580710876742,0.33025175110338856,0.3266746937303391,0.32314155962275865,0.32415642377391796,0.3273698339404777,0.33025312821899444
50,0.40901320998029594,0.4074359765130725,0.40577435128271344,0.40402702420793773,0.40219217132600715,0.40026938178298527,0.3982552116349985,0.39614598741936297,0.39393966479620346,0.39163476008501674,0.3892298061177471,0.38672697276627394,0.3841229797821059,0.3814178708142652,0.3786122178857464,0.3757069883990177,0.372706008231827,0.3696119993520245,0.3664256191277003,0.36315026880147716,0.3597975772936094,0.35636609001275643,0.3528676442605876,0.3493077482994047,0.3457002360124787,0.3420516724751526,0.33837582826804746,0.3346892790762783,0.3310028787582463,0.32733055981419895,0.32368661560168216,0.3200852822758911,0.3209920965035857,0.3244278261071381,0.3275059653206105,0.330253128218993
60,0.40585207937097567,0.40414579513179505,0.4023531455619652,0.40047460990638595,0.3985055000213555,0.39644243162633064,0.39428299689859525,0.3920252103671457,0.38966755638278994,0.3872106786655742,0.3846522454660068,0.3819913312478646,0.3792281751625854,0.3763633984062716,0.37339813049045734,0.37033528609157135,0.3671789756124171,0.36392982761025805,0.36059153415768747,0.35717138590208675,0.3536761136232072,0.35010849344907685,0.34648460358809907,0.34280629479520697,0.3390912547456748,0.3353486976569694,0.3315919077345365,0.3278358572982099,0.32409520484218707,0.3203837240777877,0.3167137678690858,0.3177684850111713,0.32144061658477807,0.32472490501277435,0.3276525911391966,0.33025312821899294
70,0.4024328161185245,0.400596808989833,0.3986717107609658,0.39665340554092376,0.39453988749010016,0.39232853657232686,0.39001747444599755,0.387607439050488,0.38509455019677863,0.38247818888085716,0.37975785952982527,0.37693384874886915,0.37400676255947196,0.37097783475147883,0.36785100598765696,0.3646281323817504,0.36131123533103127,0.3579041040448506,0.35441403495960955,0.35084782903847117,0.34720865560201863,0.34351171736661157,0.33975967717601824,0.33597178530941224,0.33215514604100405,0.32832463597204753,0.3244956801129023,0.3206834406212214,0.3169021476667807,0.31316464279233275,0.3145006399562317,0.3184238818266537,0.3219259247021158,0.32504323557089915,0.3278093728179358,0.3302531282189908
80,0.39875478256503644,0.3967805314727853,0.39471166132733737,0.39254623631913577,0.39028190807912233,0.387918278474884,0.38545164795783426,0.3828806588722166,0.38020467331645585,0.3774231676218358,0.37453648226464825,0.3715452030292463,0.3684506334178014,0.3652576793576559,0.36196612156329444,0.3585792312821515,0.3551008516921129,0.3515385818504836,0.34789878448077405,0.34418512243157895,0.3404127821554584,0.33658465186240405,0.33272057089031,0.32882748122343475,0.32492093745668793,0.32101683420195404,0.31713083120462043,0.3132776714723463,0.30947068047719906,0.3112089407511668,0.3153965771704264,0.319128106170977,0.3224440386945179,0.325382598451513,0.3279763765258356,0.3302531282189916
90,0.39479788592189036,0.392677025333027,0.3904590529857156,0.38814163469394514,0.38572144228951516,0.3831966630772288,0.3805660161730642,0.377828810520837,0.3749844953476205,0.3720334628609131,0.36897627105401987,0.36581508600640944,0.36255305393678783,0.3591909816604794,0.3557322118266298,0.352180671275396,0.3485439798389651,0.3448286245505068,0.34103845222733176,0.3371885130064263,0.3332824660872852,0.32933982391892597,0.32536819580309484,0.3213836285125251,0.31740246774212,0.3134409244977453,0.30951425539752814,0.30563627627159373,0.3079251383294831,0.31239111644730355,0.31635909831283826,0.3198786787445287,0.322994760708174,0.3257431345739171,0.3281537317075756,0.3302531282189928
100,0.3905476258399649,0.38827649186485486,0.3859024430479426,0.38342411612130006,0.38083955878596143,0.37814761178085954,0.375347478247997,0.3724386416008179,0.3694215239075443,0.3662966639287352,0.36306674087733876,0.3597338124437923,0.35629941660079767,0.352766940130773,0.3491404084783609,0.3454271087929949,0.34163434379094754,0.3377658237581399,0.3338361302894933,0.3298503747321051,0.3258270906072518,0.32177495084805496,0.31771046907229494,0.31365047741886176,0.3096117767879635,0.3056101139008155,0.3016598481773432,0.30468450995079766,0.30943598487338064,0.3136473340926259,0.31738001470096794,0.3206769865891499,0.32357983517634137,0.32612493661037034,0.32834149059512907,0.3302531282189925
110,0.3859935629288705,0.38356109479287304,0.3810230509752718,0.3783770725138357,0.3756221977450414,0.3727574427902749,0.36978244754253037,0.36669753519803283,0.36350325773860775,0.36020247103356223,0.35679684352453367,0.3532883228471638,0.3496803032230369,0.34597690638015305,0.3421848262388284,0.3383127777904161,0.3343640517621646,0.3303524865084259,0.3262851973689379,0.32217926610567593,0.3180447032187916,0.3138984816106014,0.30975799095839324,0.3056405933456442,0.30156257370012335,0.29753927359044485,0.3015352170382378,0.3065765265109888,0.31103592075919984,0.31497968032625706,0.31845775729704895,0.32151956543329097,0.3241986895627057,0.3265283450413721,0.3285394314056212,0.33025312821899305
120,0.3811149315993105,0.37851576678469867,0.3758066922128396,0.37298723802106826,0.3700561348801489,0.36701319429221757,0.36385864573962967,0.3605931348312965,0.35721936172633695,0.35373917037709934,0.3501546261680203,0.346469177631071,0.3426870405516536,0.3388140267566589,0.334860828285246,0.33083003425056695,0.3267345334412993,0.32258391257396035,0.31839339309035386,0.31417454777487563,0.30994485735093685,0.30572228097070475,0.30152473744028363,0.2973691240613369,0.29327274370258005,0.2985370129838104,0.303864909627384,0.30856904808220387,0.31272306897219215,0.3163814105480467,0.3195945419600473,0.32240530190259464,0.32484904503396617,0.32695352029772123,0.3287472952165115,0.3302531282189927
130,0.37589972015265183,0.37312570331707406,0.37023988848024747,0.3672406744397769,0.36412803556793333,0.3609020704246415,0.35756354774852794,0.3541147034959985,0.3505581292945571,0.3468957183868731,0.34313095819792366,0.33926820346718534,0.33531258587215557,0.3312759256597054,0.32716119290041673,0.32297973154017157,0.3187439553359688,0.3144669569595854,0.3101620516761274,0.30584726077003654,0.301541092915207,0.2972620870315184,0.2930277557821746,0.28940885853131804,0.29576453819907006,0.30136926130256336,0.30630964192738,0.3106626657599072,0.31449162353858295,0.3178496630315347,0.32078628650893093,0.3233325652527866,0.32552956796890253,0.3273981565486156,0.3289646385547114,0.3302531282189944
140,0.3703317902998363,0.3673781656231219,0.36430913806213083,0.36112504155992947,0.35782580157712796,0.3544124098301066,0.35088643600758107,0.34725155582543743,0.34350934737201977,0.33966332501789054,0.33571801147437286,0.33167861633533735,0.32755569742820967,0.3233551389443835,0.3190857592506518,0.3147630439602153,0.31039776086617643,0.3060051328041613,0.3016037011735276,0.29721257251219735,0.29285093140497365,0.28853689449276293,0.2866584397378823,0.2933093166755509,0.2991657984209381,0.304320724902824,0.30885675631942056,0.31284289243611796,0.3163361511919879,0.3193849479830867,0.32202812981922346,0.32430248309387755,0.32623833939053776,0.32786095762783674,0.3291907304446451,0.3302531282189958
150,0.36440060896096954,0.3612595505805868,0.3580021270381419,0.35462776481773123,0.3511376513574682,0.34753314056655416,0.34381748086202296,0.3399935957853153,0.33606443556747434,0.3320346543510249,0.32790958548684346,0.3236984462571393,0.3194102124605197,0.3150510570376674,0.31063962957162156,0.30618437380417773,0.30170246060262274,0.2972129659398749,0.2927356648867195,0.2882903451673177,0.2838957961700942,0.2843884489351303,0.29127939220201915,0.29734707259164345,0.3026874097764244,0.3073821099053303,0.3115031351948424,0.3151096062685017,0.31825323599502486,0.32097673771081947,0.32331594473830083,0.3253078204110903,0.3269729535443301,0.3283402393209617,0.3294252637897853,0.330253128218993
160,0.3580903249877574,0.3547580738487433,0.3513067923274155,0.3477381412376512,0.3440533178515221,0.3402548476902273,0.3363473431140829,0.3323331023201602,0.32821691526834845,0.3240042055589958,0.31970298728798185,0.31532516467447647,0.3108750991316349,0.30637256496002035,0.30182578592010556,0.29725315608978875,0.29267435742184,0.288109827894136,0.2835799664023807,0.27910454685398844,0.2827498901269261,0.289806593032335,0.2960258716266949,0.3015014396240824,0.30631426354540375,0.31053733405260486,0.3142296799273473,0.31744675320609306,0.32023035398398647,0.32261894217392517,0.3246481511758389,0.3263446497632162,0.32773044398122364,0.32883407854036606,0.3296669563453277,0.3302531282189952
170,0.35139230092568774,0.34786191464340155,0.3442127610038561,0.3404457011446989,0.33656320633712977,0.3325696041326825,0.32846838852771143,0.32426390210256956,0.3199616838863557,0.3155686346945409,0.31109943875021184,0.3065573920885382,0.30196151357194034,0.29732179220374233,0.2926571955492846,0.2879880371834426,0.28333539702467714,0.2787203625857239,0.27416593028242087,0.2819193218061327,0.28903024826024026,0.2953186724641321,0.30086531969048547,0.30574435841684994,0.3100271725289944,0.31377146160857516,0.3170294802085622,0.31984555549511573,0.3222601671318236,0.32430720212989617,0.32601512212838935,0.3274082451011405,0.3285084645344144,0.3293401237775967,0.32991434628426186,0.33025312821899266
