time,susceptibility
0,0.9560185605495659
1,0.9563874415918252
2,0.9567543984072697
3,0.9571194094214472
4,0.9574384115317988
5,0.5234847693736628
6,0.4211600810330509
7,0.3897287670614805
8,0.379049052658028
9,0.37589234244247494
10,0.3757974583189448
11,0.376937027026294
12,0.3786119602460195
13,0.3805025656921921
14,0.38254283073670875
15,0.38458462907750907
16,0.38668383264536804
17,0.3888387891463411
18,0.3909624583117399
19,0.39308052902389123
20,0.3952684295563833
21,0.3975366850365009
22,0.39978061748449384
23,0.4019402198679048
24,0.4041673832023805
25,0.40652342467904606
26,0.40885528308596997
27,0.4110246470248358
28,0.4132988869763887
29,0.41577128669268676
30,0.4181740162421739
31,0.42035715159041553
32,0.42270406175236214
33,0.4252681263568183
34,0.4276945640473451
35,0.42994605052223445
36,0.43237160398889063
37,0.43496917043081873
38,0.4374135242630883
39,0.43978306305294995
40,0.4422952000068065
41,0.4448830352477388
42,0.44733725173318917
43,0.4498057084275141
44,0.4524035925410027
45,0.45500300410409283
46,0.45746823361792666
47,0.46000852845936324
48,0.4626887733355021
49,0.465297067229724
50,0.4677661455887587
51,0.4703682384014227
52,0.473125608948117
53,0.475760841071769
54,0.47825493213627224
55,0.48091064759916036
56,0.4837251204933653
57,0.48635959181068245
58,0.4888796439231241
59,0.4915843261641086
60,0.49441171798577327
61,0.49705086144232996
62,0.4996459762262479
63,0.5023895206335908
64,0.5051670422959114
65,0.5078056625656139
66,0.5104660733671658
67,0.5132569754031934
68,0.5160106507294775
69,0.5186411280339013
70,0.5213530489271248
71,0.5241982705247776
72,0.5269559825523558
73,0.5295637341953895
74,0.5322925048850462
75,0.5351569570294916
76,0.5378972401552133
77,0.5405370898303645
78,0.5432890541202651
79,0.5461380350447232
80,0.5488392907309316
81,0.5514974498962905
82,0.5542684660369859
83,0.5570898640740456
84,0.5597771022959732
85,0.5624556596330577
86,0.5652395829695579
87,0.5680351913909638
88,0.5707212353008814
89,0.5733995210345038
90,0.5761765318321875
91,0.5789188571849966
92,0.5815677374909005
93,0.5842927760993923
94,0.5870935960613272
95,0.5897818863038782
96,0.5923915424823932
97,0.5951135219039336
98,0.5979051116668761
99,0.6005649941717811
100,0.6031690870917902
101,0.6058622703032729
102,0.6085985085010579
103,0.6112557670924944
104,0.6138802332310576
105,0.6165429112862694
106,0.6192103496285257
107,0.6218191697817331
108,0.6244269759190381
109,0.6271045411280934
110,0.6297571464292413
111,0.6322976708222718
112,0.6348654227970807
113,0.6375356856264588
114,0.640163604026566
115,0.6426727337063065
116,0.6452164380772865
117,0.6478291523334826
118,0.6503959988074046
119,0.6529190195592205
120,0.6554530676645748
121,0.657996289513981
122,0.6604927160955469
123,0.6629728808098982
124,0.6654844477130115
125,0.6680144822210409
126,0.6704688487000944
127,0.6728928650208956
128,0.6753798506287442
129,0.6778822137242985
130,0.6802742229320244
131,0.6826635401895224
132,0.6851138863411429
133,0.6875382411527132
134,0.6899040335662421
135,0.6922879611855877
136,0.6946892288152794
137,0.6970372691095283
138,0.6993530462515893
139,0.7016986625096927
140,0.7040605824152659
141,0.7063665826028024
142,0.7086301535649373
143,0.710930357738511
144,0.7132639245975267
145,0.7155208829640703
146,0.7177297323196687
147,0.7199868170450374
148,0.722253940546234
149,0.724444555284545
150,0.7266379231942524
151,0.7288636990853047
152,0.7310592206444864
153,0.7331967720816613
154,0.7353422189311486
155,0.7375173587101017
156,0.739660593807701
157,0.7417493873048066
158,0.7438515632098263
159,0.7459880176525895
160,0.7480884474450805
161,0.7501187467187008
162,0.7521636234057099
163,0.7542380381601477
164,0.7562732667294363
165,0.7582689201038925
166,0.7602811729810551
167,0.7622956436621436
168,0.7642658097008166
169,0.7662105181901326
170,0.7681710647674993
171,0.7701338911926913
172,0.7720454933608976
173,0.7739422057507648
174,0.7758750150588266
175,0.7778070480750391
176,0.7796558065457284
177,0.781489276960432
178,0.7833636284279712
179,0.7852221576954621
180,0.7870228592000902
181,0.7888237104419439
182,0.790645216784148
183,0.792437274741734
184,0.7941914032426857
185,0.795955707101844
186,0.7977241529586607
187,0.7994459807427133
188,0.801145592420116
189,0.8028726579079982
190,0.804607931233095
191,0.8062887974941445
192,0.8079371527177597
193,0.8096013328865821
194,0.81126090344556
195,0.8128850216062756
196,0.8145064933537265
197,0.8161237487082695
198,0.8177147809434469
199,0.8192919988281033
200,0.8208708621028472
201,0.8224397648963415
202,0.8239798974248461
203,0.8254983106542703
204,0.827026249829378
205,0.8285637413317545
206,0.8300779742376797
207,0.8315532530809026
208,0.8330179241651274
209,0.8344869398850832
210,0.8359401688866954
211,0.837379654418435
212,0.8388077374323607
213,0.8402220067053995
214,0.8416213822858596
215,0.8430139133042642
216,0.844401976059858
217,0.8457797078228535
218,0.8471232116948859
219,0.8484557402658093
220,0.8498095393653124
221,0.8511647871934583
222,0.8524718881207805
223,0.8537589068103096
224,0.8550590032655648
225,0.8563449319862408
226,0.8576022011134936
227,0.8588610583556509
228,0.8601243833505942
229,0.8613551117754256
230,0.8625655053031912
231,0.8637894343024752
232,0.8650125210481442
233,0.8661952039627834
234,0.867360247229483
235,0.8685450022783584
236,0.8697344823959684
237,0.8708872625788755
238,0.8720238208734276
239,0.8731691918792835
240,0.8742972847496807
241,0.8753924800724228
242,0.8764967036555952
243,0.8776076106325889
244,0.8786897488218173
245,0.8797504900169839
246,0.8808220036181783
247,0.8818910320880481
248,0.8829281005100459
249,0.8839511995870439
250,0.8849888887676203
251,0.8860221558893802
252,0.8870307892187195
253,0.8880292931221775
254,0.8890337839911264
255,0.8900228701391101
256,0.8909825846700822
257,0.8919449592851735
258,0.892911751523893
259,0.8938594521393488
260,0.8947903654492686
261,0.8957254890859871
262,0.8966545022622531
263,0.8975636834196036
264,0.8984626085091293
265,0.8993622880514938
266,0.90025820823072
267,0.9011471669365249
268,0.9020233186975722
269,0.9028881819554831
270,0.9037482525306963
271,0.9046014906120767
272,0.9054408748007832
273,0.9062732797210683
274,0.9071025651043997
275,0.9079220151134632
276,0.9087301857746473
277,0.9095340155115507
278,0.9103363078218153
279,0.9111224066502516
280,0.9118966372064665
281,0.9126763304268568
282,0.9134576112673524
283,0.9142211702901416
284,0.914969828578216
285,0.9157242703567632
286,0.9164696055719307
287,0.9171950255672631
288,0.9179201196772643
289,0.9186491978976817
290,0.9193619680967516
291,0.9200597003271245
292,0.9207620000979052
293,0.9214638832829534
294,0.9221481338855155
295,0.9228196575565439
296,0.9234991260121213
297,0.9241772230915594
298,0.9248419557364876
299,0.9254969102353773
300,0.9261540389533515
301,0.9268015756506787
302,0.9274317297149628
303,0.9280642494288048
304,0.9287005822462499
305,0.9293211754775306
306,0.9299291398325145
307,0.9305416613884016
308,0.9311499809762082
309,0.9317449374043586
310,0.9323329567962725
311,0.932922462905263
312,0.9335077111795288
313,0.9340866308169606
314,0.9346626700986862
315,0.9352334040035365
316,0.9357944015332302
317,0.936347172620619
318,0.9368971479385195
319,0.9374462946866747
320,0.9379879158834552
321,0.9385214631739395
322,0.9390531447795701
323,0.9395812986234849
324,0.9401006223753408
325,0.94061337145694
326,0.9411242580866265
327,0.9416330079969868
328,0.9421364942647829
329,0.9426377092114624
330,0.9431364706910973
331,0.9436277354505767
332,0.9441081808728821
333,0.9445849739245855
334,0.9450637460103011
335,0.9455363453247894
336,0.9460007834819767
337,0.9464615827616303
338,0.9469231491217485
339,0.9473770262964366
340,0.9478230880880772
341,0.9482669597766463
342,0.9487109573551961
343,0.9491491264298434
344,0.949582955010211
345,0.9500164792849514
346,0.95044810655218
347,0.9508702646614202
348,0.9512824594811702
349,0.9516967229371572
350,0.9521120591875604
351,0.9525181876873187
352,0.9529160780274996
353,0.9533170953367742
354,0.953716127648009
355,0.9541055216175204
356,0.9544908028883643
357,0.9548786019475816
358,0.955265081133979
359,0.9556452588412145
