time,susceptibility
0,0.8418039362543607
1,0.8429442005020472
2,0.8440763156694419
3,0.8452024189034956
4,0.8463297129453211
5,0.18413064873489998
6,0.12708306991952012
7,0.1122912284690967
8,0.10751322113357262
9,0.10611862453131864
10,0.10606789536640972
11,0.10655873392143904
12,0.1072864214375776
13,0.10811372206526748
14,0.1090114819021381
15,0.10991535167975151
16,0.11085103639795141
17,0.11181706167827181
18,0.11277421468552666
19,0.1137354445870317
20,0.11473722651596854
21,0.11578158578746416
22,0.1168184234406266
23,0.1178232049410236
24,0.11886827465594406
25,0.1199824333141313
26,0.12109054735288009
27,0.12213275387760038
28,0.12323406348405846
29,0.12443099071816245
30,0.1256018465918655
31,0.126685799404758
32,0.12785722374614905
33,0.12913362114034135
34,0.1303530424528665
35,0.13150608587356838
36,0.13275260686977788
37,0.1340866699147701
38,0.13535749807794792
39,0.13660707182957282
40,0.13793471936844642
41,0.13930978625314408
42,0.14063248163365077
43,0.1419726562581519
44,0.1433898799340382
45,0.14482029572724922
46,0.1461951738721787
47,0.14761942389506683
48,0.14912877214823947
49,0.15061582196996284
50,0.15204324702327557
51,0.15355136777890172
52,0.1551556311423473
53,0.15671212210409707
54,0.15820772430606508
55,0.15980001725409562
56,0.16149206364663724
57,0.1631036578462506
58,0.16467091789105848
59,0.1663516903951613
60,0.16811278765901266
61,0.16978683063001573
62,0.17145317164140775
63,0.17321805661143902
64,0.1750168257534522
65,0.17675698127139586
66,0.17852568626107773
67,0.18037976118663
68,0.1822290463949673
69,0.1840334169861225
70,0.1859009010642444
71,0.18785330810657622
72,0.1897673013522133
73,0.19162449726235634
74,0.19357556807109425
75,0.19560976600654353
76,0.1975851296810075
77,0.19953313430920722
78,0.2015640551180735
79,0.2036585215016569
80,0.20568907371448805
81,0.20772099167627917
82,0.20982958611755598
83,0.21198050951921182
84,0.21407963989174378
85,0.216194843519672
86,0.21838202722998404
87,0.2205983464067783
88,0.22277026501031424
89,0.22495058774662813
90,0.22720991758176493
91,0.22946839659424567
92,0.23168840858548756
93,0.23397513985882337
94,0.23632752799340928
95,0.2386200162208918
96,0.24088510944719305
97,0.2432478319347973
98,0.2456718796084354
99,0.24801930714217518
100,0.25035362217920537
101,0.2527684528953434
102,0.25523018047451007
103,0.2576554143341038
104,0.2600803024595936
105,0.2625431820096172
106,0.26502417312057863
107,0.2674906791913908
108,0.26997711863590473
109,0.27252495810221816
110,0.27507170450839447
111,0.2775632457285251
112,0.2800878005142523
113,0.2826976536961687
114,0.28529570000151705
115,0.2878358128590987
116,0.2904163396358358
117,0.29306113285876245
118,0.29568803663958454
119,0.29830271390354146
120,0.3009457247029086
121,0.30360802824731425
122,0.30624548202054885
123,0.30889403039134
124,0.3115882618111015
125,0.31430921146409063
126,0.3169874594086347
127,0.3196637568551221
128,0.32240076666543793
129,0.3251529094389229
130,0.32784377304809315
131,0.3305648339367717
132,0.33333888425299285
133,0.33609378403834445
134,0.33883173611120826
135,0.3416095900653264
136,0.3443976004874525
137,0.34715300044497716
138,0.3499167181882164
139,0.3527207752110749
140,0.3555327884506679
141,0.3583194563594338
142,0.3611037144533668
143,0.3639209289055209
144,0.36676345503011754
145,0.3695632964157235
146,0.37235475542895086
147,0.3751937580844913
148,0.37804333928866707
149,0.3808497805489261
150,0.38367586845298185
151,0.38653502192300193
152,0.38938087316407827
153,0.3921959309809013
154,0.39502586974187714
155,0.3978885157599744
156,0.40074050797699795
157,0.4035700552666685
158,0.4064141628531251
159,0.4092916361190967
160,0.4121457308786389
161,0.41496165852339373
162,0.41780130778526847
163,0.4206804409054155
164,0.42353108019394786
165,0.4263572512183777
166,0.42920915837579177
167,0.4320743724935633
168,0.43490863590059253
169,0.4377305501938123
170,0.4405752192192007
171,0.443428508522209
172,0.44625198263314103
173,0.4490808472312265
174,0.4519459138143883
175,0.4548011684404047
176,0.4575923211215134
177,0.46039909909285515
178,0.46324825169943945
179,0.466080353693534
180,0.46887109919504955
181,0.4716757760394669
182,0.474502069451418
183,0.47730376180526674
184,0.4800857896198586
185,0.48288884520908204
186,0.4856928464589395
187,0.4884532178774838
188,0.4912185324877764
189,0.4940215784525628
190,0.49682824678953114
191,0.4995758663048131
192,0.5023067714803974
193,0.5050749755214387
194,0.5078401122638229
195,0.5105705927086182
196,0.5133038873233922
197,0.516042695275778
198,0.5187602586851914
199,0.5214691271539076
200,0.5241855933745565
201,0.5268949703272582
202,0.5295810141817191
203,0.5322538279530349
204,0.5349454320359035
205,0.5376465585807675
206,0.5403316132392448
207,0.542977974304377
208,0.5456122950484935
209,0.5482609165779928
210,0.5509148499259973
211,0.553553566000668
212,0.5561644724444844
213,0.5587665767430655
214,0.5613778338739543
215,0.5639836370374667
216,0.5665693806441682
217,0.5691478547652942
218,0.5717090086648589
219,0.5742626358254416
220,0.5768317032973486
221,0.5794085093709473
222,0.5819440619144103
223,0.5844518349860031
224,0.5869750540722931
225,0.5894954314573871
226,0.5919907823379299
227,0.5944815401446766
228,0.5969770503949147
229,0.5994449412345764
230,0.6018907208540787
231,0.6043509216632745
232,0.6068147490065968
233,0.6092354901490119
234,0.6116333073574375
235,0.6140627004391388
236,0.6165047120146614
237,0.6188989003176337
238,0.6212665999115001
239,0.6236533208534362
240,0.626030159751252
241,0.6283674184202322
242,0.6307098867913454
243,0.6330712788939168
244,0.6353986342584976
245,0.6376893968505364
246,0.6400008043275012
247,0.642317412324761
248,0.6445878996239357
249,0.6468381519305366
250,0.6491156667925777
251,0.65139085641094
252,0.653631615582452
253,0.6558674499995412
254,0.6581031674920119
255,0.6603111577718995
256,0.6624962108292853
257,0.6646978509075132
258,0.6668888371621712
259,0.6690477870135357
260,0.6712065640739822
261,0.673371681605575
262,0.6755085749819078
263,0.6776215889690267
264,0.6797437081052894
265,0.6818556063873494
266,0.6839446975512795
267,0.6860387070009211
268,0.6881333663241269
269,0.6901998034895349
270,0.6922416202278429
271,0.6942918515006495
272,0.6963302107572976
273,0.6983425326520449
274,0.7003518216377798
275,0.7023656707270256
276,0.7043558672268804
277,0.7063263385258133
278,0.7083042710372692
279,0.7102670709118807
280,0.7121999303747935
281,0.714135237647227
282,0.7160873198108705
283,0.718008077878863
284,0.7199001771666463
285,0.7218080851444991
286,0.723708316145031
287,0.7255683847427161
288,0.7274208998582948
289,0.7292919932475438
290,0.7311382024030827
291,0.7329539315638395
292,0.7347825151862439
293,0.7366142151664846
294,0.7384049392824878
295,0.7401761489834291
296,0.7419706647732178
297,0.7437600138268337
298,0.745514318827181
299,0.7472578494386295
300,0.7490165433435602
301,0.7507521390039452
302,0.7524565928245175
303,0.7541698829235062
304,0.7558815833580865
305,0.7575624749614284
306,0.7592313846871194
307,0.7609123419247523
308,0.7625782030002339
309,0.7642184241501065
310,0.765853150426189
311,0.7674914541361176
312,0.7691134674797694
313,0.7707225866602891
314,0.772329592309476
315,0.7739251523392024
316,0.7755041045795128
317,0.7770744026766427
318,0.7786403334373552
319,0.7801940262606518
320,0.7817319062839321
321,0.7832601295460346
322,0.7847858734497113
323,0.7863035722869638
324,0.7878075877342461
325,0.7892977508143979
326,0.7907768055331638
327,0.7922531493338195
328,0.7937276754690019
329,0.7951916718059252
330,0.7966386098376561
331,0.7980772742627676
332,0.7995096025732826
333,0.8009282905704852
334,0.8023408645716875
335,0.8037490020631575
336,0.8051424663395175
337,0.8065172479262871
338,0.8078910849699253
339,0.8092640299195971
340,0.8106216606474481
341,0.8119615657641154
342,0.8133006030860588
343,0.8146398673437408
344,0.8159646250101689
345,0.817278266726478
346,0.8185884712188807
347,0.8198874472254647
348,0.821168473004738
349,0.8224468072908192
350,0.8237267492221295
351,0.8249904637780165
352,0.8262360249580073
353,0.8274825664800214
354,0.8287263415823317
355,0.8299510954077454
356,0.831163812596129
357,0.8323798014488671
358,0.8335904432657956
359,0.8347855800218342
360,0.8359742491511825
361,0.8371622862943339
362,0.8383389406561742
363,0.8394997128883404
364,0.84065465930123
