time,log10_antibodies_mean,log10_antibodies_median,log10_antibodies_95ci_lower,log10_antibodies_95ci_upper,susceptibility_mean,susceptibility_median,susceptibility_95ci_lower,susceptibility_95ci_upper
124,3.0177898409291948,3.0346106187160657,2.2040784215831986,3.724616040732033,0.3115841829926003,0.2610562491820008,0.03994440930298546,0.8226147237831762
125,3.0128429602821956,3.029935770334344,2.195599898525252,3.7226551881729004,0.3143096986055344,0.26386151223428583,0.04017816224838872,0.8264175270123088
126,3.0080004347540217,3.0255486626034473,2.187295688581603,3.7192488745118544,0.31698990954474315,0.2665116340058213,0.0405873669700087,0.8300794406479588
127,3.0031808343034982,3.0212775184898506,2.1789817209878453,3.7163414401433803,0.31965979681534684,0.26910793007452993,0.04093978946009445,0.833683836832677
128,2.9982281889935227,3.0165736756443375,2.1706383372827482,3.7124633127039868,0.32239666506718184,0.2719856677489015,0.041414441037469794,0.8372391964239764
129,2.9932358920726876,3.012198347794335,2.162187048735742,3.7087871358849065,0.3251579755109696,0.2746796593860985,0.0418692349632752,0.8407778547911037
130,2.988404411087337,3.007174864881671,2.1524723195649336,3.704500071224674,0.32784819053471237,0.2777931008176755,0.042405636969683976,0.8447682044116634
131,2.983537209081787,3.0024473377774594,2.143308976662618,3.7010996795958184,0.3305591846628253,0.28074286826391237,0.04283575298803258,0.8484568960794167
132,2.9785381428977504,2.9976701634276393,2.1336377300002085,3.697863462355796,0.33333517602615403,0.28374293694942976,0.04324897318895427,0.8522716305591121
133,2.9735719230741333,2.993243007351394,2.125365139003049,3.6943043219912552,0.3360985655285737,0.28654039305627604,0.043707832456207296,0.8554713772038264
134,2.9686778773966194,2.988326930913468,2.1165686060838684,3.6915604354953713,0.33883395779137176,0.289666064506957,0.04406473753659172,0.8588103586844901
135,2.963716232613819,2.983883080779357,2.106513070706198,3.687932834371379,0.3416050284493389,0.2925087800417401,0.04454087541946499,0.862548049743419
136,2.95870682871845,2.9792124565445848,2.095870538424522,3.6849735845290366,0.34439801867129044,0.29551413979009467,0.04493291374946387,0.8664129451819126
137,2.9537679933669416,2.9751475979478865,2.084451911724158,3.682220269990189,0.34715914521833335,0.29814423554248204,0.04530061844046303,0.8704570621429647
138,2.948848106031229,2.970437556672834,2.073524673917961,3.6791565011405636,0.3499155416847703,0.3012085602525116,0.0457131579853354,0.8742291026035091
139,2.9438438356150765,2.965651142614422,2.062729676134647,3.6760478359841327,0.3527155116430541,0.3043408488247362,0.04613539577543472,0.8778627465433828
140,2.9387962046290568,2.961051391045727,2.053112538496215,3.6729465614753436,0.3555359200972418,0.3073681742706532,0.046560329397669124,0.8810234515952389
141,2.9338198670670437,2.9564961605086726,2.043305651370083,3.669912323760316,0.35832457379579213,0.3103826297183415,0.04697967742195229,0.8841734294827768
142,2.9288758497535334,2.9516942767677774,2.033157237073736,3.6663186158466945,0.36109967549429456,0.31357783273355444,0.04748099129791006,0.8873565716775591
143,2.9238452034918514,2.947115883510538,2.0229288086770856,3.6629924730185532,0.36391613913137755,0.3166409073350768,0.04794950330503588,0.8904872397570261
144,2.9187407603644537,2.942761942645972,2.0133991091035446,3.659844200297178,0.3667688001782304,0.31956860843224644,0.04839700457089398,0.8933351149052959
145,2.9137460266510358,2.938308995474844,2.0040646812975225,3.6567910497101517,0.3695702650995008,0.3225776896538498,0.04883477024545474,0.89606120473831
146,2.9087924660724527,2.9336444044020795,1.996723854545824,3.6540742577993166,0.37235211370890875,0.32574563400278345,0.04922746381854453,0.8981616050793726
147,2.9037231449889505,2.9287765024410213,1.9891045478678004,3.65154590510594,0.37519025597063516,0.32906871341253163,0.04959560867567566,0.900301763449385
148,2.89861562144915,2.923808645015341,1.978832866307274,3.6489176298167707,0.37804732477498787,0.33247774948789166,0.049981070069766494,0.9031237378867699
149,2.893614030243184,2.919236314660707,1.9692099063832902,3.646335026834794,0.38085316905410677,0.3356309595257287,0.050362591480887474,0.9057024887451504
150,2.888582034601543,2.91454057219667,1.9582421361668854,3.642885081481656,0.3836742924574365,0.3388846128385191,0.05087655618929931,0.9085665184746299
151,2.883468592688186,2.909302176447994,1.9493767118215635,3.6397698405081234,0.38653420560129115,0.34253228833030525,0.05134491034782501,0.9108240524677546
152,2.878378040502881,2.9048210771723086,1.9410951878329268,3.636530682139482,0.3893825764644883,0.34566749608154346,0.05183622085575455,0.9128874200228199
153,2.87335491345014,2.900641565119505,1.9312098586088144,3.6337135369988447,0.39219618711630555,0.3486038438523606,0.05226713221126153,0.9152938111239494
154,2.868293059514928,2.895841820872797,1.9233699800212432,3.630846718575557,0.3950257777658691,0.35199016673246575,0.05270911514411581,0.9171591350493045
155,2.863160126055675,2.8908579301267263,1.9140450242470903,3.6274880993471226,0.39788939450529115,0.35552222892818425,0.05323140886799228,0.9193291331338828
156,2.8580510202105613,2.885781351794644,1.9021981510351367,3.6248086138971156,0.4007428376745159,0.35913621842006216,0.0536515904804624,0.9220112343130871
157,2.8529927566570272,2.8814144189587148,1.8907958227344153,3.6222651806159054,0.40357049815518664,0.3622578757943423,0.05405333175903544,0.9245153174259717
158,2.847892224897133,2.876730567856582,1.880137750766735,3.6194974155521793,0.4064128982718851,0.3656190393127068,0.05449372462389927,0.9267889826742032
159,2.842714413530569,2.8719452729325177,1.871026578472518,3.616775119438122,0.40928980149226757,0.36906656794990417,0.05493018333813891,0.9286824620216546
160,2.837574630441447,2.8672694330794166,1.8606354300515675,3.614628538533419,0.41214888780448783,0.3724482078413465,0.055276655628579044,0.9307867050505648
161,2.832516430933823,2.8629425148032666,1.8522545838971396,3.611843760754412,0.4149665776217229,0.3755886632769615,0.05572920766307999,0.932441829909583
162,2.827406963126144,2.859121734099503,1.8422887050084218,3.609084494527718,0.4178025858670827,0.3783705046777545,0.056181046172771434,0.9343621754170868
163,2.822217186298284,2.8548027528717954,1.8315384591058532,3.605967816326471,0.42067589285883517,0.381524733618149,0.05669555856578234,0.9363766816958922
164,2.8170686779361356,2.850186945469538,1.8231344774631868,3.6029205832983653,0.4235292218357985,0.38490681396945914,0.05720288498016059,0.9379112248967877
165,2.811959809270544,2.845398916162494,1.8149732296586434,3.5998388264635457,0.4263586786732421,0.3884268722541535,0.0577202930946284,0.9393683097250661
166,2.8067991903740026,2.8406110679799794,1.805638020704166,3.596511400894723,0.42920915866258286,0.39195847632828,0.05828387980417669,0.9409957401406039
167,2.8016099746132754,2.8361745557770384,1.7988454719578182,3.5925770397709615,0.43207125620090847,0.39524105179055213,0.05895692575062406,0.942154079407599
168,2.796461858250596,2.8317767672015544,1.7897767749617455,3.5895597480734716,0.4349095619248492,0.39850433189936496,0.05947801956930905,0.9436673205576742
169,2.791326879329677,2.827237160715307,1.7815255888343051,3.5865950498076775,0.4377339731683671,0.40188232715959415,0.05999422921900001,0.9450117043285197
170,2.7861484647607715,2.822047637762087,1.7715901645179781,3.5833517914576403,0.4405749008290386,0.4057553625826509,0.06056374410354647,0.9465904747017085
171,2.7809421281997255,2.817160093408164,1.7621711670997664,3.580055140460971,0.44342938780942204,0.409413788252313,0.06114781519934258,0.9480475678487355
172,2.77578476020047,2.8121029939123754,1.7517652444573968,3.577350358083873,0.4462565218721706,0.41320970993169615,0.061630952271692144,0.9496136276952961
173,2.770618983998449,2.807847159917869,1.74109486862757,3.5744998724168733,0.4490798457887431,0.41641222292682145,0.06214397409917011,0.9511730107103461
174,2.7653712323065336,2.802890475239244,1.7315386899118033,3.5715706844836292,0.45193950179077974,0.4201510231812547,0.06267531271860323,0.9525306053698437
175,2.760108349973501,2.7981271174609548,1.722778043751001,3.5684768329403225,0.4548037928514399,0.42375265794879613,0.06324112201113455,0.9537435722177396
176,2.754963984999363,2.793434165618056,1.7121695656850862,3.5649038196675256,0.4576012457603089,0.4273090004207781,0.06390048698314767,0.9551729577013826
177,2.749804554765796,2.78905055224746,1.7001416307940165,3.562296062580873,0.4603991657511019,0.430637732112314,0.06438575906468101,0.9567426774375453
178,2.744544811994091,2.7845653240641184,1.689064348253384,3.5592215244627328,0.4632447817059481,0.434050125377876,0.0649623022287707,0.9581417784142496
