time,r_unvacc,r,susceptibility,cor,ior,cor_unvacc,ior_unvacc
0,3.5999999999999996,2.2354868266484367,0.6209685629578992,0.3629311704772098,0.35880521939895405,0.49795392010739536,0.498142984616902
1,3.5999111035254696,2.2407228322168593,0.6224383791095485,0.3636225393841923,0.3595946749903222,0.49789181440220914,0.49813675454345613
2,3.599644440443823,2.245877749252316,0.6239165524291082,0.3642977088470817,0.36036896651296896,0.4978172438194629,0.49811806470028497
3,3.5992000897730856,2.250944216712467,0.6254012448789363,0.36495662015563135,0.3611271495552572,0.49773020989998723,0.49808691621955875
4,3.5985781831839514,2.2559182440295276,0.6268915469368892,0.36559925781633174,0.361868793234745,0.49763071497238126,0.49804331099046695
5,3.597778904960765,2.2607975514639156,0.6283870163190505,0.3662256040018229,0.3625937243609252,0.4975187621626851,0.49798725166257246
6,3.5968024919469124,2.2655818483734453,0.6298877554288806,0.3668356509928378,0.3633020637738575,0.49739435540543925,0.4979187416505146
7,3.595649233474644,2.270269330949257,0.6313934378842037,0.36742941453283234,0.3639937053106359,0.49725749945613773,0.4978377851400555
8,3.5943194712793334,2.2748581292866987,0.6329037102750924,0.368006898705039,0.36466853199603416,0.49710819990508387,0.4977443870954739
9,3.592813599398218,2.279348190874565,0.6344187160882343,0.3685680826800064,0.3653266917086035,0.49694646319265334,0.49763855326830914
10,3.591132064053636,2.283739437844549,0.635938583463479,0.36911296431509494,0.3659683240396968,0.49677229662597394,0.49752029020745847
11,3.5892753635208003,2.288029770807289,0.6374628689850392,0.3696415829979106,0.3665932701200298,0.49658570839703153,0.49738960527062775
12,3.5872440479801493,2.2922168390668505,0.6389910495098645,0.370153969742454,0.36720133378201225,0.4963867076022072,0.49724650663714437
13,3.585038719354317,2.2963008559089944,0.6405233069065902,0.3706501113654932,0.36779268897202977,0.49617530426325834,0.49709100332212797
14,3.5826600311297705,2.30028290671278,0.642060057813356,0.37113000391846895,0.368367630384062,0.49595150934974974,0.4969231051920328
15,3.5801086881631665,2.3041609756997117,0.6436008446665062,0.37159369062532965,0.3689260005648995,0.49571533480294677,0.49674282298155714
16,3.5773854464724892,2.3079325217678655,0.6451450525253357,0.3720412080833033,0.36946756545503623,0.4954667935611773,0.49655016831193144
17,3.574491113013024,2.3115978509182513,0.6466928516069943,0.3724725432229397,0.36999249755797664,0.49520589958667577,0.4963451537105851
18,3.5714265454382383,2.3151585342775975,0.6482447573322586,0.37288769826921897,0.3705011449078878,0.49493266789391555,0.4961277926321997
19,3.568192651845645,2.318612254036431,0.6498001874526396,0.37328673344669233,0.37099329544420745,0.49464711457944305,0.49589809948115354
20,3.5647903905077083,2.3219562405180274,0.6513584211573593,0.3736696966113515,0.37146867181374094,0.4943492568532216,0.4956560896353629
21,3.561220769587889,2.3251914024555767,0.6529197578291817,0.3740365765195404,0.37192751702924415,0.49403911307149617,0.4954017794715256
22,3.5574848468419042,2.328319869693998,0.6544848312596254,0.37438738591840154,0.37237024114847317,0.49371670277118995,0.4951351863917719
23,3.5535837293042922,2.3313388033504907,0.6560528697059607,0.37472219558820413,0.37279654648628957,0.4933820467058402,0.4948563288517331
24,3.5495185729603724,2.3342456959034794,0.6576231812633311,0.3750410442899198,0.3732061811713382,0.4930351668830877,0.49456522639002454
25,3.5452905824037018,2.337042636853666,0.6591963571203674,0.3753439169268674,0.3735995377513105,0.4926760866037253,0.4942618996591604
26,3.5409010104791308,2.3397311266051464,0.6607728145126965,0.37563084116621226,0.3739769196330631,0.4923048305023183,0.49394637045789647
27,3.536351157911554,2.342307752098634,0.6623515729930847,0.37590189704420574,0.37433793677311067,0.49192142458940524,0.49361866176501235
28,3.531642372920483,2.344770782497233,0.6639321128538365,0.3761571274624157,0.37468243352692115,0.4915258962952862,0.49327879777453765
29,3.526776050820533,2.3471227207195677,0.6655151012986749,0.37639654120641086,0.3750108423800416,0.491118274515411,0.4929268039324236
30,3.5217536336079664,2.349363997934133,0.6671006101943753,0.3766201835041235,0.3753233008458112,0.49069858965737095,0.4925627069746744
31,3.516576609533397,2.3514922403006255,0.6686879034359037,0.37682812530500753,0.3756195519344403,0.49026687368950506,0.4921865349669311
32,3.5112465126607852,2.3535068521522056,0.670276736100976,0.3770204052861179,0.37589958359017256,0.48982316019112504,0.491798317345523
33,3.5057649224128697,2.355409824806818,0.6718675886532885,0.37719705447503044,0.37616373904373857,0.48936748440436756,0.49139808495998505
34,3.500133463103142,2.3572006850013794,0.673460229402663,0.3773581403582876,0.3764120146811084,0.48889988328767486,0.4909858701170463
35,3.4943538034545325,2.3588777196055526,0.6750540592866001,0.3775037330424498,0.37664423176988554,0.4884203955709117,0.49056170662608994
36,3.488427656104931,2.3604414913782796,0.676649116471538,0.377633868785915,0.3768605233864199,0.4879290618121202,0.4901256298460939
37,3.4823567770996924,2.3618938507683915,0.6782457978747121,0.3777485998280557,0.3770611962173168,0.48742592445591276,0.48967767673404344
38,3.476142965371288,2.363233434332116,0.6798435673889778,0.37784801926285305,0.3772461087345927,0.4869110278935063,0.4892178858948262
39,3.469788062206238,2.3644589591028633,0.6814418969438267,0.377932197541714,0.3774151274528966,0.4863844185243942,0.48874629763260263
40,3.4632939506994984,2.365572317784962,0.6830411600803263,0.3780011569354263,0.37756855313394516,0.4858461448196545,0.4882629540036529
41,3.4566625551964645,2.36657566409822,0.6846417971984287,0.37805495217028307,0.37770671794579247,0.4852962573868904,0.48776789887069955
42,3.449895840722741,2.367466836948186,0.6862429900063911,0.3780936978852399,0.37782935607142637,0.48473480903679594,0.4872611779586999
43,3.4429958124018643,2.3682441472696727,0.6878440394086813,0.37811748419136487,0.3779362637320428,0.48416185485133845,0.48674283891210235
44,3.4359645148611393,2.368910229447425,0.6894454873446684,0.3781263503509323,0.3780278281478776,0.4835774522535486,0.48621293135356375
45,3.4288040316257766,2.369467355467765,0.6910477628971627,0.37812036728295106,0.37810438248605815,0.4829816610789033,0.4856715069441186
46,3.421516484501494,2.369913631350661,0.6926500696652207,0.378099658623219,0.378165683840616,0.4823745436482885,0.4851186194447879
47,3.414104032945783,2.370247827235733,0.694251787398118,0.3780643194350557,0.37821157735604755,0.4817561648425216,0.48455432477961996
48,3.4065688734280135,2.3704729412953203,0.6958535198819935,0.37801440570116335,0.37824248525088416,0.48112659217841414,0.4839786811001477
49,3.3989132387785723,2.3705907127460257,0.6974554942149442,0.37795000916318544,0.3782586532283114,0.48048589588635005,0.4833917488512484
50,3.3911393975272275,2.370599536306379,0.6990569417567996,0.3778712616776635,0.37825986449744736,0.4798341489893528,0.4827935908383867
51,3.3832496532309166,2.3704989723217995,0.7006574197260418,0.37777826509563833,0.3782460589718868,0.4791714273836101,0.48218427229622546
52,3.375246343791148,2.370292134727959,0.7022575223548266,0.37767110190695863,0.3782176611001934,0.4784978099204226,0.48156386095857406
53,3.3671318407612345,2.369979981529216,0.7038571976419598,0.3775498913801775,0.378174796230113,0.47781337848953775,0.4809324271296599
