time,r,susceptibility,cor
0,1.3341109257668085,0.4447036419222695,0.15853294361872028
1,1.3363944267490764,0.44547580925772867,0.15908272939791965
2,1.3386234037463423,0.4462518760040517,0.15961243422598212
3,1.3407959245924117,0.44703130400631097,0.16012203186852278
4,1.342910939778048,0.4478138436074883,0.16061146226726705
5,1.3449700522523798,0.44860012394798804,0.16108064631519034
6,1.3469730037602579,0.44939014809161404,0.16152955320867682
7,1.3489172730767882,0.45018315819641824,0.1619581826122221
8,1.3508021697063115,0.45097900078164765,0.16236650044959677
9,1.3526293710541337,0.4517783069894949,0.16275446450321973
10,1.354398173409674,0.4525809073857925,0.16312207461889594
11,1.356106757535566,0.4533862532760364,0.1634693488153784
12,1.3577548270560094,0.45419429809483297,0.16379627561342228
13,1.3593438244026304,0.4550055709236373,0.1641028486606385
14,1.360872758226606,0.45581978074457585,0.1643891106722351
15,1.3623398461051555,0.4566363643459528,0.1646551166091083
16,1.3637452336890907,0.4574553972205001,0.1649008858405194
17,1.365090685338625,0.45827749198837686,0.16512645601806938
18,1.3663747371713624,0.45910217212781523,0.16533192951680636
19,1.3675953737101973,0.45992876746813866,0.16551740889331285
20,1.3687536329993286,0.460757626583835,0.1656829370720584
21,1.3698521688896217,0.46158963710013745,0.16582857937481807
22,1.370889173809753,0.4624241787093158,0.16595449352370092
23,1.3718616427703623,0.46326021749506613,0.16606085089523084
24,1.3727710039267924,0.46409820679942165,0.16614778223025672
25,1.373619272819686,0.46493879389317905,0.16621544402026237
26,1.374405105460627,0.4657814837725673,0.16626405333857094
27,1.3751271076199525,0.4666257550391194,0.16629383358289268
28,1.3757866845540128,0.46747202778053976,0.16630500744545315
29,1.376384430328261,0.46832044127373523,0.16629785054344504
30,1.3769188903401115,0.46917043050378926,0.1662726868846104
31,1.37738984912687,0.47002184296834004,0.16622984017303796
32,1.3777989518393623,0.4708751539504804,0.16616965379535253
33,1.378146339115037,0.4717303194989527,0.16609255092242514
34,1.3784301679640336,0.4725866081947449,0.16599900629977363
35,1.3786508522604253,0.4734440516804516,0.16588947992107336
36,1.3788111227647601,0.47430347148582036,0.16576446023481292
37,1.3789107931714688,0.47516468234592724,0.1656245401138805
38,1.3789477335578266,0.47602681959677356,0.16547038973518002
39,1.3789221741874562,0.47688982132609414,0.16530269885766974
40,1.3788363980388756,0.47775432902900494,0.16512221295295146
41,1.3786901006980883,0.47862008351106583,0.1649297718379553
42,1.3784826700517918,0.479486709290216,0.16472628648842005
43,1.3782150387021292,0.4803543589815781,0.164512728668328
44,1.3778882806119677,0.4812232284654966,0.16429016851796102
45,1.377501996403171,0.48209299231954933,0.1640597948545972
46,1.377055892794757,0.48296335231436666,0.16382289071096115
47,1.3765511574025664,0.4838345208414192,0.1635808283337793
48,1.3759889845337,0.48470670718565545,0.16333511499245051
49,1.3753690130787128,0.48557956609906167,0.16308742282468822
50,1.3746906377378563,0.48645265555533174,0.16283955319972918
51,1.3739555705206479,0.4873263440817223,0.1625934253405655
52,1.3731656980234492,0.4882010584677196,0.16235114171893952
53,1.3723203992914705,0.48907632876574947,0.16211502199686267
54,1.371419103931888,0.48995169141561185,0.16188758670709957
55,1.3704636781481279,0.4908275437798395,0.16167155308222728
56,1.3694551564635924,0.4917039814445167,0.1614699066054348
57,1.3683927834345062,0.4925804495883092,0.16128590883697777
58,1.3672774504853356,0.4934569750025134,0.16112308472345718
59,1.3661113452302716,0.4943340467582579,0.16098528517117017
60,1.3648945199002105,0.4952113774108703,0.16087675928226888
61,1.3636264114715282,0.49608844574256433,0.16080217951256925
62,1.36230808993411,0.49696531372210256,0.16076663393323504
63,1.3609416885091725,0.4978424260978433,0.16077554235395175
64,1.3595276739474869,0.4987196145226867,0.16083534623735485
65,1.3580659784290683,0.49959650545412926,0.16095546554303072
66,1.3565514538169874,0.5004708402032658,0.16113655495680132
67,1.3551191484433758,0.5013921998164308,0.16134532279760527
68,1.355442942174309,0.5029817739330575,0.1615543469515766
69,1.356188171175879,0.504748384045095,0.16175606044725144
70,1.3570498685413352,0.506579433199617,0.1619479068755788
71,1.3579316376248889,0.5084390701937423,0.1621290371435593
72,1.3587967469898412,0.5103134128756468,0.1622992652191749
73,1.3596311251474151,0.5121969383740841,0.16245866391952093
74,1.3604298118147837,0.514087490285429,0.16260742104770015
75,1.3611906975623285,0.5159839572710532,0.16274579076573115
76,1.3619127110690854,0.5178855998869856,0.16287405452985051
77,1.3625963196345487,0.5197922472932615,0.16299250205387342
78,1.3632421536336568,0.5217037798890856,0.16310143184277767
79,1.3638508055535796,0.5236200530181045,0.16320115372376917
80,1.364422776652573,0.5255408760632863,0.16329198447458382
81,1.3649588720526789,0.5274661644234473,0.16337424470458306
82,1.3654599229880384,0.5293958336240957,0.16344825994571777
83,1.3659266849128275,0.531329759754481,0.16351436140106415
84,1.366359983947628,0.5332678360420482,0.16357289222711432
85,1.3667603684790324,0.5352098367871899,0.16362421155553922
86,1.3671283896932622,0.5371555256715199,0.16366868770230913
87,1.3674649535192767,0.5391047944124596,0.16370668715622283
88,1.3677712708576295,0.5410576453433478,0.16373857088699198
89,1.3680486200049942,0.5430140991071897,0.1637647067121423
90,1.3682976784179315,0.5449739289361344,0.16378547882633274
91,1.368519065106135,0.5469368732864907,0.16380127891259844
92,1.368713724776182,0.5489027894160247,0.163812487103473
93,1.368883450636823,0.5508718659615989,0.1638194867935552
94,1.369028976088315,0.5528438582145746,0.16382268573594364
95,1.3691505304937637,0.5548183059257792,0.16382249647958283
96,1.3692495168071968,0.5567952118917907,0.16381931556243348
