time,r,susceptibility,cor
0,1.7176986552599,0.5725662184199667,0.2664282318645889
1,1.7214587361924552,0.5738337486744917,0.26696844728104974
2,1.725158754762393,0.5751097198532267,0.26745664757504334
3,1.7287985991322161,0.5763942729534249,0.2678864008230578
4,1.732375778274947,0.5776867496291576,0.26825015699031374
5,1.7358893540429985,0.5789870027809046,0.2685390066108776
6,1.7393390968229523,0.5802951151364886,0.2687424166554805
7,1.742725239332648,0.5816113172914492,0.26884805500659337
8,1.746046205947861,0.5829352298480204,0.26884170498210913
9,1.7493004347627634,0.5842664707311609,0.2687055120279952
10,1.752487114589998,0.58560490118377,0.26841488866856855
11,1.7556197585357969,0.5869551641689603,0.2679636069246384
12,1.7584494810642992,0.5882341287778579,0.2674133880318526
13,1.757859729988152,0.5883985756130694,0.26681649303434785
14,1.7563156352554212,0.588272050374228,0.26618752219917186
15,1.7543860919756689,0.5880445242713965,0.26553162750857606
16,1.7522501693595538,0.5877756911279576,0.2648508556265085
17,1.7499738191727479,0.5874874259338091,0.2641460411430348
18,1.7475851974058036,0.5871889594273135,0.26341744141723566
19,1.7450996315621294,0.5868852279574572,0.26266509153748985
20,1.7425214331702248,0.586577467604332,0.26188901006512927
21,1.7398506824332332,0.5862654842264907,0.2610892016315446
22,1.7370890703668538,0.5859496172670164,0.260265598464936
23,1.7342401709953876,0.5856308345946567,0.2594181079773026
24,1.731304590722821,0.5853090964768928,0.2585466855517109
25,1.72828096890195,0.5849836887774129,0.2576512988519661
26,1.725170727797688,0.5846548285960412,0.25673188699093163
27,1.721975778253646,0.584322891487027,0.25578838533789716
28,1.7186967739794439,0.5839878195452181,0.2548207483368564
29,1.7153338096220372,0.5836493562066526,0.2538289219664528
30,1.711888659613964,0.5833078077730842,0.2528128381690562
31,1.7083624884770965,0.5829632662103523,0.2517724435832981
32,1.7047557495285979,0.582615573147014,0.25070771641785494
33,1.7010683992469022,0.5822643914445222,0.24961863400811504
34,1.697302238762998,0.5819100065715346,0.24850516117235374
35,1.6934587949630313,0.5815526040742197,0.24736728472876884
36,1.6895383357027407,0.5811919302081991,0.24620502462684166
37,1.6855412634010623,0.5808277685337726,0.24501840106509562
38,1.6814695189461384,0.5804604249123131,0.24380742780287643
39,1.6773246710551244,0.5800900715493074,0.24257214649392064
40,1.673107250575537,0.5797165153379873,0.24131264047090986
41,1.668817492325203,0.5793394520907824,0.24002898800405423
42,1.6644581351187504,0.57895943946066,0.23872126846100408
43,1.660030648477608,0.5785765904790535,0.23738962023002283
44,1.6555346983685617,0.5781903827730775,0.23603423044519212
45,1.6509713430459942,0.5778007705840856,0.23465527785094903
46,1.646343628728553,0.5774083987095286,0.23325295055833553
47,1.6416532771124421,0.5770134458483898,0.23182752034361928
