time,r,susceptibility,cor
0,2.089842949333994,0.6966143164446646,0.33728433674937114
1,2.0918866963838343,0.6973127845302196,0.3375457003358143
2,2.093866921775129,0.6980245820668765,0.3377929689272457
3,2.0957730469624307,0.6987462751795699,0.3380259753878528
4,2.0976001579402217,0.6994763101968142,0.33824467638915445
5,2.0993435153301387,0.7002131828953063,0.3384490745017449
6,2.1010024623344874,0.7009567415631663,0.3386391502264864
7,2.102578006285375,0.7017073812576169,0.33881489161554973
8,2.10406902696571,0.7024647788083693,0.3389763231708952
9,2.105473903484036,0.7032284348411598,0.339123459008295
10,2.1067934335447562,0.7039986486600978,0.33925627609135567
11,2.10802890408276,0.7047758749882975,0.3393747763387124
12,2.1091783930834462,0.7055594874079617,0.33947900607849774
13,2.110240402843779,0.706348991362808,0.3395689837904915
14,2.111216716808532,0.7071449811472419,0.3396446885339125
15,2.112108592394643,0.70794786740789,0.33970614823304185
16,2.1129131978293025,0.7087566814739825,0.33975342935380826
17,2.1136296725797856,0.7095711045027017,0.33978652461565073
18,2.114261888702482,0.7103923975935104,0.3398053865013044
19,2.114810199611261,0.7112206338469007,0.3398100538647322
20,2.1152703788125056,0.7120543360232439,0.339800605596278
21,2.1156422550090737,0.7128933784985982,0.33977702359024764
22,2.1159306346983464,0.7137393048608689,0.3397392532432472
23,2.1161354400350336,0.7145920066836831,0.33968734828585057
24,2.1162515699775293,0.7154496678277803,0.33962139621461296
25,2.116279807764768,0.7163124461284411,0.3395413800068927
26,2.1162251459661987,0.7171819171572419,0.3394472543170818
27,2.116086981626956,0.718057756303809,0.33933906649929435
28,2.115861186066667,0.7189384301050713,0.33921688628884017
29,2.115548957594936,0.7198241999299287,0.3390807209490264
30,2.1151533689010136,0.7207159576579742,0.3389305766160153
31,2.1146735192642008,0.7216132349392348,0.33876650844769907
32,2.1141078265623596,0.7225153183427082,0.3385885645536245
33,2.1134578431383906,0.7234225533925829,0.3383967588973099
34,2.1127252979980473,0.7243353387301812,0.3381911305117777
35,2.111908773545975,0.7252529854732397,0.33797174464621327
36,2.111008200569449,0.7261752544158653,0.3377386341908992
37,2.110025824283535,0.7271026925762223,0.3374918144482055
38,2.1089622918321016,0.7280352895175619,0.33723134813200734
39,2.1078159260481906,0.7289722213320263,0.33695732766163855
40,2.1065868707774165,0.7299132793571641,0.3366697943207947
41,2.1052781974859007,0.7308592599486452,0.3363687458036341
42,2.1038915364622373,0.7318104546674589,0.3360542337352426
43,2.1024244408222788,0.7327657268414541,0.3357263612022322
44,2.1008764224038687,0.7337246051234403,0.3353851919375065
45,2.099250773248678,0.7346879275290561,0.33503076545027377
46,2.097548406670029,0.735655695188259,0.3346631696271065
47,2.0957676549552127,0.7366269925220503,0.33428250598410314
48,2.0939096650012345,0.7376018778311012,0.33388883181595785
49,2.091977459791584,0.7385810626493144,0.3334822193368986
50,2.0899704019927636,0.7395639601899262,0.33306279814259254
51,2.0878872983083374,0.7405497716012032,0.3326306778554763
52,2.0857310105357323,0.7415391226915883,0.33218592018808435
53,2.0835041484940033,0.742532545927148,0.33172862806037606
54,2.081205162115352,0.7435290834419955,0.33125896356746865
55,2.078833532646069,0.7445281279797271,0.33077705348576747
56,2.0763927531543094,0.7455304972563067,0.33028296452732164
57,2.073885727113339,0.746536795738049,0.3297767923586927
58,2.071311324758089,0.7475461693899541,0.32925869007048814
59,2.0686689421927835,0.7485579364871696,0.32872879896686424
60,2.0659612598526853,0.7495725905939932,0.32818723886921175
61,2.0631902081027524,0.7505903486457537,0.3276341667659828
62,2.0603549031304143,0.7516103944318514,0.32706974803457933
63,2.057457143215342,0.7526328750298696,0.3264941107430951
64,2.054499975624491,0.7536583885087523,0.3259074054341661
65,2.051483163510838,0.7546863228792149,0.3253098418919558
66,2.048406004075807,0.755715878710443,0.3247016088275152
67,2.045271982128877,0.7567477882077611,0.3240828466303769
68,2.0420839443117624,0.7577825468495869,0.3234537314814424
69,2.038841356002943,0.7588193892551915,0.32281451364780234
70,2.0355432636949953,0.7598573764163039,0.32216542370516665
71,2.032193443116279,0.7608973206332217,0.32150662454560464
72,2.0287956336295276,0.7619400223898497,0.320838289966283
73,2.025349927448557,0.7629849102364796,0.3201606606017011
74,2.0218555357935784,0.7640310651008676,0.31947398921636233
75,2.018314742827164,0.76507871372283,0.318778492223496
