start,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
0,0.4197522275227247,0.41936360288496144,0.41861227059485784,0.41766470836371034,0.4165781958157001,0.41540395152033766,0.41413479471317777,0.4127880494399666,0.41137116349092107,0.4098904406369549,0.4083375501259239,0.4067461329586778,0.4050941176047341,0.4033888784138514,0.40165361362365937,0.39988022303419457,0.3980705521335226,0.39623064818732195
10,0.41987191070130325,0.41915924479788036,0.4181972874326093,0.41709756927459607,0.41589949857485997,0.414615314086404,0.4132557566978569,0.4118327463840572,0.4103409061914005,0.40879175097461024,0.40718700113942397,0.4055236862598477,0.4038218631548518,0.40207381928573815,0.4002833721798728,0.3984602721076032,0.3966135272311815,0.3947398216924035
20,0.41887246037066284,0.4178735404409969,0.41673109034238204,0.41549016281258455,0.41417766777338727,0.4127946555199429,0.4113454492294867,0.4098388903475572,0.40827038413356365,0.4066497918587157,0.4049761730281168,0.40325224124968384,0.4014896568551084,0.3996844897941394,0.39784217026558644,0.39597404856218205,0.39407942295549564,0.39216241030054866
30,0.4169940784618267,0.41579192469486126,0.41450379984215746,0.4131511402140199,0.4117328841743867,0.41025393609057254,0.40871713290829537,0.4071220688052537,0.40547473146742363,0.4037748918577745,0.4020279685690923,0.4002382041734961,0.3984065684959306,0.39654260814301506,0.39464764959349624,0.39272536525228013,0.3907808085511505,0.3888217575339826
40,0.41459955086180106,0.41327119852776856,0.4118800934669228,0.41042812885727614,0.40891483789267097,0.4073456887664132,0.4057173759366668,0.40403847127500697,0.40230578566646524,0.4005283805311283,0.3987061945858874,0.39684429649557956,0.3949499747295991,0.3930239689289706,0.3910714069331144,0.3890996896911526,0.38711240560586363,0.385114580491822
50,0.4119406596751363,0.41051611736625226,0.409028276691621,0.4074843883627546,0.4058788234935481,0.4042198950771249,0.4025042385558843,0.40074076783450535,0.39892700841041384,0.3970737603280151,0.3951800010156298,0.3932509788114074,0.39129539839810445,0.3893138246642647,0.38731138434934087,0.3852937804712854,0.3832671890620369,0.3812393532570149
60,0.40908384204122095,0.40756633800693204,0.40598551563390983,0.4043484154150208,0.40265331076111976,0.40090565242711984,0.3991058605156108,0.3972614914919027,0.39537184234287887,0.3934466783353261,0.39148732947441844,0.38949807494580957,0.3874850739599883,0.3854545740450187,0.3834096021642232,0.3813563914395071,0.37930243933920293,0.3772561498004813
70,0.406039252014408,0.40442600239404236,0.4027534163832457,0.4010248427815697,0.39924210277126165,0.39740974579629695,0.3955293183027765,0.39360938983384214,0.39164993802575954,0.38965762153449124,0.3876394407105749,0.38559720159427185,0.38353624968607397,0.38146236494577274,0.37938191125736964,0.37730259152631007,0.3752330496253672,0.3731825213915462
80,0.40280352071031844,0.4010968342047979,0.3993340365582238,0.39751710687826225,0.3956502916761311,0.3937381426339793,0.39178209025830996,0.3897925654819073,0.3877697723625323,0.38571911797120906,0.38364590157274947,0.38155785440875,0.37945765176044155,0.37735175305951907,0.375247875982444,0.3731548618272599,0.3710821329287438,0.36904258349351926
90,0.39938052259293655,0.39758233239661644,0.3957318538707,0.3938313850855498,0.3918844918206782,0.38989881116602776,0.3878753212551672,0.38582014398855147,0.383741554341028,0.38164111279096347,0.379524357802942,0.37739710508240865,0.3752659559791871,0.3731388517674119,0.37102490816221745,0.3689338212336727,0.3668749713224876,0.3648619204024448
100,0.3957728226741163,0.39388765412972376,0.3919537970789434,0.3899754639324684,0.38795503681898375,0.38590170931351325,0.38381804496704086,0.38170880112169614,0.3795792745242866,0.37743506356914047,0.37528207069464375,0.3731270614340811,0.3709781873396478,0.36884489566696355,0.36673716217919916,0.3646645921496636,0.3626380811820223,0.3608160989766623
110,0.39198862712924193,0.3900220991051959,0.38800916755046994,0.38596032540114494,0.3838756350407794,0.38176097177402085,0.3796230479038608,0.3774679552653246,0.37529911742173094,0.3731224204739333,0.37094466978923,0.36877412597130466,0.3666204481203589,0.36449764419229863,0.3624133561241557,0.36037640272494803,0.35862391776102825,0.3586123669821516
