time,r_unvacc,r,susceptibility,cor,cor_unvacc
0,3.0,2.028696298673544,0.676232099557848,0.3286730423213526,0.44929131458251564
1,2.999923847578196,2.0325085894293555,0.6775200614076174,0.3292360767785164,0.4492149602666095
2,2.9996954135095475,2.0362342247241374,0.678813660731577,0.32978215421801893,0.4491243015409923
3,2.999314767377287,2.039873179856155,0.6801130718400377,0.3303112545540353,0.4490193389307141
4,2.9987820251299127,2.043423485159858,0.6814178116434898,0.3308233879604539,0.44890007385875264
5,2.9980973490458727,2.046883528789096,0.6827275069772183,0.33131855508672853,0.44876650865821777
6,2.9972609476841368,2.0502532646158595,0.6840422974182505,0.33179672423247564,0.4486186465862684
7,2.9962730758206613,2.053533229804253,0.6853625079689382,0.33225787936192763,0.4484564918397589
8,2.9951340343707855,2.0567214987855245,0.6866876324009313,0.33270204625909827,0.44828004957262185
9,2.9938441702975687,2.05981599721649,0.6880171044479437,0.3331292351921772,0.4480893259150012
10,2.992403876506104,2.062817280721246,0.6893512259213378,0.3335394096545339,0.4478843279941487
11,2.990813591723832,2.0657265590397325,0.6906905080129377,0.33393255996498084,0.4476650639570921
12,2.989073800366903,2.0685411957167212,0.6920341663905427,0.3343087255050809,0.44743154299509597
13,2.9871850323926177,2.071259105264443,0.6933815892902508,0.33466791379562466,0.44718377536992326
14,2.985147863137998,2.073881958906869,0.6947334115392184,0.3350100913949564,0.4469217724419112
15,2.982962913144534,2.076410293686065,0.6960898791387208,0.33533526208046605,0.4466455466998842
16,2.9806308479691594,2.0788413738602354,0.6974501304905455,0.3356434672364056,0.44635511179290727
17,2.9781523779815178,2.081173892334048,0.6988137704842998,0.33593471781796636,0.44605048256390645
18,2.975528258147577,2.083409471228706,0.7001813763737328,0.33620900604719556,0.44573167508516537
19,2.9727592877996583,2.0855477038047128,0.7015528342183295,0.33646634974490575,0.4453987066957153
20,2.969846310392954,2.0875870308556106,0.7029276308171625,0.33670677744836,0.4450515960406366
21,2.9667902132486006,2.08952705984113,0.7043056332429796,0.336930294914765,0.4446903631122879
22,2.9635919272833937,2.0913687550045736,0.7056871547499617,0.33713691263989876,0.4443150292934763
23,2.9602524267262202,2.0931111365932815,0.7070718421496504,0.3373266707384064,0.44392561740258923
24,2.9567727288213,2.0947529427798806,0.7084592340700265,0.33749960377769295,0.44352215174070303
25,2.953153893518325,2.0962946384633105,0.7098494403100103,0.33765571607296263,0.4431046581406827
26,2.949397023149584,2.0977373688429513,0.7112427904341045,0.337795028942795,0.44267316401829304
27,2.945503262094184,2.0990797105875894,0.7126387322671619,0.33791759935405763,0.44222769842533316
28,2.9414737964294635,2.1003204504886526,0.7140367706277537,0.3380234621475206,0.4417682921048103
29,2.937309853569698,2.101461006915456,0.7154372918340777,0.33811261407932525,0.44129497754817326
30,2.933012701892219,2.1025026594196614,0.7168406253621888,0.33818508614958176,0.44080778905461165
31,2.9285836503510563,2.10344328235896,0.7182459282345633,0.3382409574078794,0.4403067627924413
32,2.924024048078213,2.1042816388150483,0.7196526445116165,0.3382802792192804,0.43979193686258533
33,2.9193352839727122,2.1050197698952444,0.7210613256558442,0.3383030608244585,0.43926335136416517
34,2.9145187862775206,2.1056590880309383,0.722472299010406,0.3383093451632176,0.4387210484622097
35,2.909576022144496,2.1061976939757687,0.7238847440127723,0.3382992213987336,0.4381650724574964
36,2.9045084971874733,2.106634487575197,0.725298097635148,0.33827274684301356,0.4375954698585279
37,2.8993177550236466,2.1069719280770522,0.7267130084056164,0.3382299422351194,0.43701228945565374
38,2.8940053768033613,2.1072112033798356,0.7281296780821476,0.33817086852945744,0.4364155823973436
39,2.8885729807284855,2.1073504348141303,0.7295472362559681,0.3380956273622324,0.4358054022686124
40,2.8830222215594894,2.1073889907992025,0.7309652263655706,0.3380042861213176,0.4351818051715992
41,2.877354790111386,2.1073296430053823,0.7323843588033176,0.3378968915275715,0.4345448498083009
42,2.871572412738697,2.1071729205458842,0.73380455641591,0.337773526262484,0.4338945975654543
43,2.865676850809585,2.10691757632108,0.7352251094626572,0.3376342823191264,0.43323111260156383
44,2.8596699001693255,2.1065643940861674,0.7366460002818628,0.33747921653767265,0.43255446193606106
45,2.8535533905932735,2.106115717684117,0.7380677455087816,0.3373083963990763,0.4318647155405885
46,2.8473291852294986,2.1055709694416636,0.7394898279989188,0.33712193411021063,0.4311619464323898
47,2.8409991800312495,2.1049292318384896,0.7409115942847039,0.33691993289642175,0.4304462307697867
48,2.8345653031794296,2.10419237599006,0.7423333565925835,0.336702460284199,0.4297176479497203
49,2.828029514495254,2.1033625046320115,0.7437554996689697,0.33646960783177615,0.4289762807073285
50,2.82139380484327,2.1024387731943834,0.745177355102038,0.33622151280407153,0.42822221521752923
51,2.814660195524919,2.10142065295433,0.7465983482821188,0.3359582956952022,0.4274555411985695
52,2.807830737662829,2.1003104790936282,0.7480189068810738,0.3356800380480327,0.4266763520175011
53,2.800907511576024,2.099110556268713,0.7494394397505751,0.3353868476079285,0.4258847447975347
54,2.7938926261462367,2.0978200296919667,0.7508592170149361,0.33507887505798045,0.4250808205272183
55,2.7867882181755235,2.096438692199843,0.7522777219046648,0.33475625496435857,0.42426468417137925
56,2.7795964517353733,2.0949690913203063,0.7536954114372838,0.33441910024570076,0.4234364447837682
57,2.7723195175075133,2.0934128340659086,0.7551123962608813,0.3340675511565466,0.4225962156213254
58,2.764959632116603,2.0917696583770353,0.7565281004756536,0.3337017718848281,0.42174411425999525
59,2.7575190374550274,2.090040167519412,0.757942244144343,0.3333218988576369,0.4208802627119953
