time,susceptibility
0,0.9134964406099012
1,0.9141805161183105
2,0.9148596749270275
3,0.9155347965824557
4,0.9161264504312924
5,0.33303799481607105
6,0.24712938164204917
7,0.22305487795105797
8,0.21510756854175092
9,0.21278515651426766
10,0.21272240663915143
11,0.2135699749994258
12,0.21481544884035414
13,0.21622455421468345
14,0.21774918523216683
15,0.2192808600092838
16,0.2208603603153704
17,0.22248710952205727
18,0.22409690464317158
19,0.22570836128856223
20,0.2273779518489606
21,0.22911445174553352
22,0.23083923622787642
23,0.23250720662755808
24,0.23423319178036267
25,0.23606379321200338
26,0.23788358419790662
27,0.2395872375948255
28,0.24137705540393645
29,0.24332543433554107
30,0.2452296624885867
31,0.2469736920565371
32,0.24885052370986857
33,0.2509024992889583
34,0.2528576074257466
35,0.2546863491266262
36,0.2566573123999824
37,0.2587706514528936
38,0.26077530883171773
39,0.26273005204698135
40,0.2648049839052646
41,0.2669496806288214
42,0.2689994654581541
43,0.27106803302438887
44,0.27324931088996157
45,0.2754447788008314
46,0.2775413139081575
47,0.2797052464097349
48,0.2819938726209794
49,0.28423735337620903
50,0.2863764090255121
51,0.2886327170711994
52,0.29102698839705693
53,0.29333388030646634
54,0.29553504602564445
55,0.2978795896908622
56,0.30036623347062236
57,0.30271585363050785
58,0.3049800608506487
59,0.307409217489822
60,0.30995444821666
61,0.31235434915773863
62,0.31472422634855035
63,0.3172313991149428
64,0.31978137973984816
65,0.32222472762090676
66,0.3246955760743301
67,0.3272909947933971
68,0.32986586242673055
69,0.33234537378480666
70,0.3349081160705843
71,0.33759740571846397
72,0.340222564733679
73,0.3427295906990795
74,0.3453521124955592
75,0.34810152755218476
76,0.350759760160408
77,0.3533440113341317
78,0.3560312249368026
79,0.35881213097710307
80,0.36148246977220827
81,0.36412599287619984
82,0.3668746768455338
83,0.36968141803206334
84,0.37238456430038874
85,0.3750874329505509
86,0.37789414498693413
87,0.3807271826207006
88,0.3834722585045499
89,0.38621610570738757
90,0.38906242854588086
91,0.39189107397465395
92,0.39464464259039056
93,0.3974784444517633
94,0.400390140312772
95,0.40320817078569227
96,0.40596841142345724
97,0.4088444443599574
98,0.4117888127795106
99,0.4146207254197854
100,0.4174165898630781
101,0.42030531971403834
102,0.42324172941083754
103,0.42611777735598166
104,0.4289725335090958
105,0.4318689489536435
106,0.4347809455293314
107,0.4376511126831375
108,0.4405279129821085
109,0.44347870375193277
110,0.4464173442640877
111,0.44925899967456356
112,0.4521319953577462
113,0.45511369044344774
114,0.4580673331118244
115,0.46091404076631615
116,0.4637999858372778
117,0.4667638958208005
118,0.46969666191824844
119,0.4725914853595575
120,0.4755036224072155
121,0.4784360453864648
122,0.4813310446481065
123,0.4842153348834083
124,0.4871413344445882
125,0.49009615977538673
126,0.49298266209674446
127,0.4958460909598435
128,0.4987796920060158
129,0.5017345981616388
130,0.5045897776469956
131,0.5074511186697568
132,0.5103781334351806
133,0.5132870730413317
134,0.5161498808453256
135,0.519036291970035
136,0.5219426344243616
137,0.5248048512287686
138,0.5276437803806127
139,0.5305180836139725
140,0.5334144245149987
141,0.5362630794674322
142,0.5390746898525133
143,0.541928438186969
144,0.5448238598789941
145,0.5476478754116756
146,0.5504275369963431
147,0.5532636954319043
148,0.5561173948786411
149,0.5588977575082247
150,0.5616871901270348
151,0.5645178436211996
152,0.5673225934123807
153,0.5700704706882211
154,0.5728314170282974
155,0.5756308787418564
156,0.5784037351737014
157,0.5811250429132587
158,0.5838641782377747
159,0.5866424994509513
160,0.5893887091382407
161,0.5920703291850204
162,0.59476982861945
163,0.5975020125738405
164,0.6002003620351377
165,0.60286504894877
166,0.6055501578801671
167,0.6082394705237636
168,0.610888053994052
169,0.6135136490159866
170,0.6161568932774072
171,0.6188093889637759
172,0.6214158613385105
173,0.6240064780935188
174,0.626636520186705
175,0.6292724829357701
176,0.6318248473775928
177,0.6343609072694927
178,0.6369443205942936
179,0.6395163051149519
180,0.6420276383976086
181,0.6445416210665285
182,0.6470844871810741
183,0.6495983485241608
184,0.6520703001483109
185,0.654557742802264
186,0.6570535102454119
187,0.6594999112256696
188,0.6619250695146175
189,0.6643836070520659
190,0.6668524811179851
191,0.6692642238448724
192,0.6716436568082205
193,0.6740419297157274
194,0.6764351578156522
195,0.6787930874612996
196,0.6811523146773926
197,0.6835061040816087
198,0.6858301550230729
199,0.6881454889992173
200,0.690465279166675
201,0.6927694152793895
202,0.6950433807856322
203,0.6973011384896509
204,0.6995685585118597
205,0.7018419536902882
206,0.7040955549951446
207,0.7063103448362015
208,0.7085066177480095
209,0.7107071092705626
210,0.7128996811235317
211,0.7150769217878481
212,0.7172333152093512
213,0.7193763579425951
214,0.7215109444104876
215,0.7236354054180326
216,0.725749871590426
217,0.7278574921037628
218,0.7299277766664335
219,0.7319815391880401
220,0.7340598191551363
221,0.7361442223527496
222,0.7381741541754626
223,0.7401757897195023
224,0.7421935604964269
225,0.7441977072353156
226,0.7461669155454808
227,0.7481366863361713
228,0.7501144843462311
229,0.7520531243212486
230,0.7539642873616661
231,0.7558924390442956
232,0.7578234417559077
233,0.7597048294751033
234,0.7615603539329006
235,0.7634408116025313
236,0.7653296594041257
237,0.7671733434672274
238,0.7689963061401095
239,0.7708298997864729
240,0.7726408823276801
241,0.7744099967708767
242,0.7761920308594961
243,0.7779837339586797
244,0.7797368719267384
245,0.7814614290180169
246,0.7832018892243222
247,0.7849386332365301
